序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额
1168,02459,升能集团,0.13,-0.001,-0.76,0.131,0.132,0.127,0.131,2453000.0,316820.0
1169,00152,深圳国际,7.88,-0.06,-0.76,7.89,7.95,7.84,7.94,2653629.0,20941970.0
1170,09879,米高集团,6.41,-0.05,-0.77,6.5,6.65,6.38,6.46,455000.0,2934720.0
1171,00645,安域亚洲,0.129,-0.001,-0.77,0.13,0.13,0.129,0.13,6000.0,780.0
1172,00053,国浩集团,77.05,-0.6,-0.77,77.4,77.4,77.0,77.65,17000.0,1309800.0
1173,01981,华夏控股,1.27,-0.01,-0.78,1.27,1.31,1.25,1.28,313000.0,397860.0
1174,08195,传承教育集团,1.28,-0.01,-0.78,1.27,1.29,1.25,1.29,170000.0,214860.0
1175,06626,越秀服务,2.52,-0.02,-0.79,2.56,2.57,2.52,2.54,576500.0,1459110.0
1176,00640,星谦发展,1.25,-0.01,-0.79,1.26,1.27,1.25,1.26,180000.0,226760.0
1177,02381,蚬壳电业,0.125,-0.001,-0.79,0.126,0.126,0.125,0.126,1150000.0,144440.0
1178,01127,狮子山集团,1.26,-0.01,-0.79,1.27,1.27,1.26,1.27,3584000.0,4517120.0
1179,00525,广深铁路股份,2.51,-0.02,-0.79,2.54,2.61,2.5,2.53,6688000.0,16993499.0
1180,00882,天津发展,2.49,-0.02,-0.8,2.54,2.54,2.49,2.51,168000.0,422200.0
1181,00147,国际商业结算,0.247,-0.002,-0.8,0.25,0.295,0.24,0.249,62270000.0,16279675.0
1182,00371,北控水务集团,2.48,-0.02,-0.8,2.5,2.51,2.45,2.5,23952554.0,59357179.0
1183,00778,置富产业信托,4.98,-0.04,-0.8,5.02,5.03,4.97,5.02,5178000.0,25858949.0
1184,01608,伟能集团,0.247,-0.002,-0.8,0.245,0.25,0.235,0.249,23000.0,5635.0
1185,02175,中国通才教育,2.47,-0.02,-0.8,2.6,2.73,2.34,2.49,330000.0,821910.0
1186,02803,PP中国基石,9.295,-0.075,-0.8,9.295,9.295,9.295,9.37,0.0,
1187,01503,招商局商业房托,1.24,-0.01,-0.8,1.25,1.26,1.24,1.25,153000.0,191340.0
1188,00764,永恒策略,1.22,-0.01,-0.81,1.23,1.28,1.22,1.23,64448.0,78839.0
1189,83012,东汇香港35-R,16.99,-0.14,-0.82,16.99,16.99,16.99,17.13,0.0,
1190,02638,港灯-SS,6.03,-0.05,-0.82,6.08,6.08,6.02,6.08,1466060.0,8847850.0
1191,00034,九龙建业,3.65,-0.03,-0.82,3.65,3.68,3.54,3.68,235248.0,853868.0
1192,00168,青岛啤酒股份,53.9,-0.45,-0.83,54.55,55.35,53.5,54.35,3518691.0,190585349.0
1193,06038,信越控股,0.238,-0.002,-0.83,0.24,0.242,0.235,0.24,400000.0,95800.0
1194,00071,美丽华酒店,9.55,-0.08,-0.83,9.56,9.57,9.55,9.63,44000.0,420480.0
1195,02348,东瑞制药,1.19,-0.01,-0.83,1.19,1.19,1.18,1.2,188000.0,223480.0
1196,08377,维港育马,0.12,-0.001,-0.83,0.12,0.12,0.12,0.121,20000.0,2400.0
1197,01666,同仁堂科技,4.73,-0.04,-0.84,4.76,4.8,4.7,4.77,2026000.0,9608720.0
1198,00746,理文化工,4.74,-0.04,-0.84,4.78,4.79,4.62,4.78,316000.0,1487540.0
1199,02129,LEGION CONSO,0.118,-0.001,-0.84,0.118,0.119,0.116,0.119,2515000.0,297125.0
1200,09930,宏信建发,1.16,-0.01,-0.85,1.2,1.27,1.14,1.17,77260888.0,90336685.0
1201,00902,华能国际电力股份,5.85,-0.05,-0.85,5.93,6.01,5.81,5.9,46166132.0,272788560.0
1202,03012,东汇香港35,18.49,-0.16,-0.86,18.49,18.49,18.49,18.65,0.0,
1203,00016,新鸿基地产,92.75,-0.8,-0.86,92.9,93.6,92.4,93.55,4130250.0,383353408.0
1204,01928,金沙中国有限公司,18.07,-0.16,-0.88,18.02,18.4,17.9,18.23,22144274.0,399579776.0
1205,02651,大众口腔,12.39,-0.11,-0.88,12.5,13.09,12.35,12.5,12700.0,161087.0
1206,00854,威雅利,5.57,-0.05,-0.89,5.84,5.84,5.3,5.62,45000.0,252480.0
1207,02299,百宏实业,4.46,-0.04,-0.89,4.3,4.52,4.24,4.5,88000.0,386780.0
1208,01925,旷世芳香,1.09,-0.01,-0.91,1.1,1.1,1.09,1.1,18000.0,19660.0
1209,03337,安东油田服务,1.09,-0.01,-0.91,1.09,1.14,1.08,1.1,12614000.0,14023860.0
1210,08093,瓦普思瑞元宇宙,0.109,-0.001,-0.91,0.11,0.11,0.109,0.11,0.0,
1211,00391,美亚娱乐资讯,0.109,-0.001,-0.91,0.109,0.109,0.109,0.11,100000.0,10900.0
1212,09678,云知声,537.5,-5.0,-0.92,542.0,546.5,520.0,542.5,84360.0,44890220.0
1213,09483,易方达高股息-U,1.948,-0.018,-0.92,1.96,1.96,1.948,1.966,10000.0,19600.0
1214,00480,香港兴业国际,1.08,-0.01,-0.92,1.07,1.09,1.06,1.09,296800.0,317208.0
1215,01622,力高集团,0.106,-0.001,-0.93,0.107,0.111,0.101,0.107,1014000.0,105374.0
1216,02886,滨海投资,1.07,-0.01,-0.93,1.07,1.07,1.06,1.08,158000.0,168380.0
1217,00160,汉国置业,1.06,-0.01,-0.93,1.06,1.06,1.06,1.07,403600.0,427768.0
1218,06110,滔搏,3.21,-0.03,-0.93,3.26,3.29,3.17,3.24,12153872.0,39096021.0
1219,83483,易方达高股息-R,13.88,-0.13,-0.93,13.88,13.88,13.88,14.01,0.0,
1220,01532,中国派对文化,0.106,-0.001,-0.93,0.106,0.107,0.106,0.107,90000.0,9627.0
1221,00215,和记电讯香港,1.05,-0.01,-0.94,1.06,1.06,1.04,1.06,6704000.0,7039580.0
1222,08537,创辉珠宝,0.21,-0.002,-0.94,0.209,0.217,0.209,0.212,470000.0,100320.0
1223,08401,源想集团,0.105,-0.001,-0.94,0.107,0.108,0.1,0.106,5146000.0,546344.0
1224,03165,华夏欧优股对冲,17.87,-0.17,-0.94,17.96,17.96,17.87,18.04,3600.0,64616.0
1225,01452,迪诺斯环保,0.105,-0.001,-0.94,0.106,0.106,0.105,0.106,0.0,
1226,06199,贵州银行,1.04,-0.01,-0.95,1.04,1.04,1.04,1.05,5000.0,5200.0
1227,00548,深圳高速公路股份,7.33,-0.07,-0.95,7.2,7.41,7.2,7.4,2202193.0,16172299.0
1228,08422,WT集团,0.104,-0.001,-0.95,0.1,0.104,0.1,0.105,461000.0,47858.0
1229,06826,昊海生物科技,26.9,-0.26,-0.96,27.16,27.16,26.32,27.16,239000.0,6392756.0
1230,06198,青岛港,7.2,-0.07,-0.96,7.28,7.28,7.14,7.27,1626000.0,11707320.0
1231,09070,平安香港高息-U,4.746,-0.046,-0.96,4.81,4.81,4.746,4.792,56400.0,268971.0
1232,00113,迪生创建,5.16,-0.05,-0.96,5.21,5.21,5.15,5.21,87000.0,450775.0
1233,02419,德康农牧,72.0,-0.7,-0.96,72.3,72.3,70.15,72.7,541149.0,38479454.0
1234,02602,万物云,22.5,-0.22,-0.97,22.58,22.98,22.36,22.72,710420.0,16167997.0
1235,00440,大新金融,34.56,-0.34,-0.97,35.1,35.34,34.36,34.9,331087.0,11488017.0
1236,09973,奇瑞汽车,30.56,-0.3,-0.97,30.96,31.08,30.32,30.86,5356300.0,164030483.0
1237,01783,晋景新能(新),3.06,-0.03,-0.97,3.12,3.18,2.96,3.09,20708000.0,63198715.0
1238,02881,武汉有机,5.05,-0.05,-0.98,5.1,5.1,5.05,5.1,31500.0,160545.0
1239,00041,鹰君,14.07,-0.14,-0.99,14.21,14.33,14.04,14.21,803709.0,11361848.0
1240,00345,VITASOY INT'L,8.04,-0.08,-0.99,8.18,8.18,8.01,8.12,2248138.0,18085145.0
1241,83437,博时央企红利-R,8.88,-0.09,-1.0,8.885,8.935,8.88,8.97,12600.0,112311.0
1242,01170,信星集团,0.495,-0.005,-1.0,0.55,0.55,0.495,0.5,254000.0,128940.0
1243,01526,瑞慈医疗,0.99,-0.01,-1.0,1.01,1.01,0.98,1.0,43000.0,42390.0
1244,00064,结好控股,2.97,-0.03,-1.0,2.98,3.0,2.97,3.0,116975.0,348891.0
1245,08487,ISP GLOBAL,0.099,-0.001,-1.0,0.099,0.099,0.096,0.1,4000.0,390.0
1246,01572,中国艺术金融,0.099,-0.001,-1.0,0.098,0.1,0.098,0.1,1068000.0,104796.0
1247,00392,北京控股,33.78,-0.34,-1.0,33.88,34.28,33.48,34.12,1021935.0,34515206.0
1248,01118,高力集团,0.98,-0.01,-1.01,0.98,0.98,0.98,0.99,300000.0,294000.0
1249,02609,佰泽医疗,7.86,-0.08,-1.01,8.0,9.09,7.82,7.94,103638146.0,881968384.0
1250,00505,兴业合金,0.98,-0.01,-1.01,1.0,1.0,0.98,0.99,27000.0,26700.0
1251,01966,中骏集团控股,0.098,-0.001,-1.01,0.099,0.101,0.098,0.099,658000.0,65732.0
1252,00021,大中华控股,0.098,-0.001,-1.01,0.095,0.098,0.09,0.099,215000.0,19935.0
1253,03828,明辉国际,0.97,-0.01,-1.02,0.98,0.98,0.96,0.98,261000.0,254500.0
1254,00780,同程旅行,21.38,-0.22,-1.02,21.8,21.88,21.18,21.6,6372010.0,136762501.0
1255,01166,星凯控股,0.485,-0.005,-1.02,0.49,0.49,0.485,0.49,51.0,22.0
1256,09810,PP新兴东盟-U,8.765,-0.09,-1.02,8.765,8.765,8.765,8.855,0.0,
1257,00637,利记,0.194,-0.002,-1.02,0.184,0.2,0.184,0.196,512000.0,100410.0
1258,03118,嘉实明晟A股,17.27,-0.18,-1.03,17.27,17.27,17.27,17.45,0.0,
1259,01448,福寿园,2.88,-0.03,-1.03,2.91,2.95,2.86,2.91,9971000.0,29065176.0
1260,01476,恒投证券,1.92,-0.02,-1.03,1.94,1.94,1.9,1.94,27000.0,51900.0
1261,01270,朗廷-SS,0.48,-0.005,-1.03,0.49,0.49,0.475,0.485,621000.0,298785.0
1262,02477,经纬天地,11.5,-0.12,-1.03,11.54,11.89,11.24,11.62,1701200.0,19524520.0
1263,08037,中国生物科技服务,0.96,-0.01,-1.03,0.95,0.96,0.88,0.97,1100000.0,1025600.0
1264,01450,交个朋友控股,0.95,-0.01,-1.04,0.98,0.98,0.95,0.96,478000.0,459620.0
1265,00366,陆氏集团(越南),0.95,-0.01,-1.04,0.96,0.96,0.94,0.96,148000.0,140100.0
1266,03413,A都会人工智能,9.545,-0.1,-1.04,9.545,9.545,9.545,9.645,0.0,
1267,03877,中国船舶租赁,1.89,-0.02,-1.05,1.91,1.94,1.88,1.91,43419213.0,83064620.0
1268,08153,嘉鼎国际集团-新,0.94,-0.01,-1.05,0.94,0.94,0.94,0.95,30012.0,28110.0
1269,02565,派格生物医药-B,52.05,-0.55,-1.05,52.9,53.1,51.4,52.6,124500.0,6481675.0
1270,06610,飞天云动,0.188,-0.002,-1.05,0.193,0.193,0.187,0.19,5543000.0,1049799.0
1271,08317,财华社集团,0.094,-0.001,-1.05,0.095,0.095,0.094,0.095,0.0,
1272,02469,粉笔,2.84,-0.03,-1.05,2.94,3.03,2.82,2.87,71990150.0,210887296.0
1273,06063,智中国际,0.186,-0.002,-1.06,0.182,0.186,0.182,0.188,136000.0,24768.0
1274,06036,光丽科技,0.465,-0.005,-1.06,0.47,0.47,0.465,0.47,725000.0,340725.0
1275,03415,AGX标普兑,78.5,-0.85,-1.07,79.0,79.04,78.3,79.35,41300.0,3244333.0
1276,09415,AGX标普兑-U,10.09,-0.109,-1.07,10.16,10.16,10.09,10.199,6000.0,60680.0
1277,00032,港通控股,8.28,-0.09,-1.08,8.21,8.29,8.2,8.37,7550.0,62280.0
1278,03476,A恒生摩根美入息,14.72,-0.16,-1.08,14.88,14.88,14.69,14.88,505000.0,7450990.0
1279,02048,易居企业控股,0.091,-0.001,-1.09,0.087,0.091,0.087,0.092,179700.0,15836.0
1280,08257,靖洋集团,0.091,-0.001,-1.09,0.091,0.091,0.091,0.092,50000.0,4550.0
1281,09983,建业新生活,0.91,-0.01,-1.09,0.91,0.91,0.89,0.92,650000.0,583500.0
1282,00737,湾区发展,1.82,-0.02,-1.09,1.82,1.82,1.81,1.84,203500.0,370085.0
1283,02517,锅圈,3.61,-0.04,-1.1,3.65,3.77,3.57,3.65,34037181.0,124524386.0
1284,01010,天玺曜11,0.09,-0.001,-1.1,0.086,0.09,0.086,0.091,272000.0,23446.0
1285,01339,中国人民保险集团,7.19,-0.08,-1.1,7.3,7.35,7.09,7.27,74289400.0,535516688.0
1286,06969,思摩尔国际,15.22,-0.17,-1.1,15.33,15.5,15.16,15.39,10554967.0,161579505.0
1287,02481,慧居科技,2.69,-0.03,-1.1,2.72,2.72,2.69,2.72,0.0,
1288,01836,九兴控股,15.33,-0.17,-1.1,15.41,15.41,15.25,15.5,1388000.0,21246805.0
1289,00322,康师傅控股,10.78,-0.12,-1.1,10.95,10.97,10.75,10.9,8700992.0,94295321.0
1290,03662,星悦康旅,0.45,-0.005,-1.1,0.455,0.455,0.44,0.455,1005000.0,450345.0
1291,00300,美的集团,81.1,-0.9,-1.1,82.4,82.45,80.45,82.0,2956680.0,240338129.0
1292,00265,港誉智慧城市服务,2.68,-0.03,-1.11,2.71,2.71,2.68,2.71,0.0,
1293,80016,新鸿基地产-R,84.9,-0.95,-1.11,85.0,85.0,84.9,85.85,2000.0,169950.0
1294,06929,业聚医疗,4.44,-0.05,-1.11,4.45,4.49,4.41,4.49,121000.0,540070.0
1295,00713,世界(集团),0.445,-0.005,-1.11,0.445,0.445,0.445,0.45,2000.0,890.0
1296,01433,常达控股,0.088,-0.001,-1.12,0.089,0.089,0.088,0.089,4920000.0,433720.0
1297,01650,HYGIEIA GROUP,0.088,-0.001,-1.12,0.087,0.088,0.087,0.089,80000.0,6960.0
1298,01129,中国水业集团,0.88,-0.01,-1.12,0.88,0.88,0.84,0.89,164000.0,140320.0
1299,03613,同仁堂国药,8.82,-0.1,-1.12,8.94,9.0,8.75,8.92,862000.0,7620410.0
1300,00542,中国文旅农业,0.176,-0.002,-1.12,0.177,0.177,0.174,0.178,7240000.0,1274728.0
1301,02450,淮北绿金股份,2.65,-0.03,-1.12,2.68,2.78,2.65,2.68,66000.0,176370.0
1302,02012,阳光油砂,0.44,-0.005,-1.12,0.445,0.45,0.435,0.445,884000.0,392890.0
1303,01576,齐鲁高速,1.75,-0.02,-1.13,1.75,1.77,1.75,1.77,229000.0,401080.0
1304,82020,安踏体育-R,77.75,-0.9,-1.14,77.75,77.75,77.75,78.65,0.0,
1305,03190,富邦沪深港高股息,15.57,-0.18,-1.14,15.75,15.85,15.54,15.75,183800.0,2869510.0
1306,00014,希慎兴业,15.62,-0.18,-1.14,15.74,15.88,15.55,15.8,3900873.0,60967809.0
1307,00500,先丰服务集团,0.086,-0.001,-1.15,0.085,0.087,0.083,0.087,339000.0,29386.0
1308,02219,朝聚眼科,2.57,-0.03,-1.15,2.61,2.61,2.55,2.6,383500.0,985720.0
1309,02255,海昌海洋公园,0.86,-0.01,-1.15,0.87,0.88,0.85,0.87,32819000.0,28324180.0
1310,00711,亚洲联合基建控股,0.43,-0.005,-1.15,0.435,0.44,0.43,0.435,284000.0,123990.0
1311,00931,中国港能,0.43,-0.005,-1.15,0.435,0.465,0.425,0.435,34199000.0,15294370.0
1312,09993,金辉控股,2.59,-0.03,-1.15,2.62,2.65,2.58,2.62,3692000.0,9635520.0
1313,00098,兴发铝业,7.64,-0.09,-1.16,7.75,7.75,7.64,7.73,41000.0,314500.0
1314,01800,中国交通建设,5.11,-0.06,-1.16,5.17,5.19,5.07,5.17,13668421.0,69824511.0
1315,00878,金朝阳集团,5.95,-0.07,-1.16,6.02,6.02,5.95,6.02,65500.0,392590.0
1316,03306,江南布衣,17.95,-0.21,-1.16,18.16,18.24,17.86,18.16,724085.0,13058130.0
1317,00526,利时集团控股,0.085,-0.001,-1.16,0.079,0.086,0.079,0.086,62000.0,5314.0
1318,01919,中远海控,12.77,-0.15,-1.16,12.91,13.06,12.66,12.92,30700795.0,393447552.0
1319,02522,一脉阳光,16.03,-0.19,-1.17,16.95,17.38,15.92,16.22,16466000.0,277584560.0
1320,02020,安踏体育,84.7,-1.0,-1.17,85.85,86.65,84.3,85.7,11818445.0,1007062016.0
1321,03004,南方东英越南30,9.63,-0.115,-1.18,9.845,9.85,9.63,9.745,9700.0,94887.0
1322,01099,国药控股,18.42,-0.22,-1.18,18.71,18.71,18.35,18.64,3502106.0,64550049.0
1323,02339,京西国际,0.84,-0.01,-1.18,0.87,0.94,0.84,0.85,8056960.0,7246865.0
1324,00893,中国铁钛,0.083,-0.001,-1.19,0.083,0.085,0.082,0.084,1432000.0,118938.0
1325,01398,工商银行,5.81,-0.07,-1.19,5.88,5.92,5.78,5.88,286079680.0,1670925280.0
1326,00595,AV CONCEPT HOLD,0.415,-0.005,-1.19,0.405,0.415,0.4,0.42,402000.0,161870.0
1327,82843,东汇A50-R,14.8,-0.18,-1.2,14.8,14.8,14.8,14.98,0.0,
1328,00837,谭木匠,8.24,-0.1,-1.2,8.07,8.58,8.07,8.34,41000.0,336860.0
1329,00762,中国联通,9.04,-0.11,-1.2,9.12,9.18,9.01,9.15,26477681.0,240223720.0
1330,01988,民生银行,4.13,-0.05,-1.2,4.22,4.22,4.1,4.18,29658799.0,123180767.0
1331,00496,卡森国际,0.41,-0.005,-1.2,0.405,0.41,0.4,0.415,22000.0,8905.0
1332,00293,国泰航空,10.64,-0.13,-1.21,10.77,10.84,10.62,10.77,11169645.0,119444829.0
1333,02211,大健康国际,1.63,-0.02,-1.21,1.62,1.64,1.6,1.65,1382000.0,2232090.0
1334,02512,云工场,4.05,-0.05,-1.22,4.13,4.43,4.0,4.1,8433000.0,35299620.0
1335,08057,麦迪森控股,0.081,-0.001,-1.22,0.082,0.082,0.081,0.082,0.0,
1336,00991,大唐发电,2.42,-0.03,-1.22,2.46,2.49,2.4,2.45,39291156.0,96208697.0
1337,00386,中国石油化工股份,4.04,-0.05,-1.22,4.08,4.09,4.02,4.09,188253447.0,760679952.0
1338,00719,山东新华制药股份,7.29,-0.09,-1.22,7.39,7.52,7.29,7.38,2558500.0,18983480.0
1339,00046,科联系统,1.62,-0.02,-1.22,1.63,1.63,1.61,1.64,60000.0,97280.0
1340,02683,华新手袋国际控股,0.81,-0.01,-1.22,0.82,0.82,0.81,0.82,56000.0,45420.0
1341,00984,永旺,0.4,-0.005,-1.23,0.405,0.405,0.4,0.405,58000.0,23450.0
1342,00149,中国农产品交易,0.08,-0.001,-1.23,0.081,0.081,0.076,0.081,2250000.0,178605.0
1343,00279,裕承科金,0.8,-0.01,-1.23,0.8,0.8,0.78,0.81,374602.0,294101.0
1344,02502,金源氢化,0.4,-0.005,-1.23,0.405,0.405,0.38,0.405,174000.0,69420.0
1345,06690,海尔智家,23.96,-0.3,-1.24,24.24,24.62,23.88,24.26,18660211.0,451320656.0
1346,09987,百胜中国,334.8,-4.2,-1.24,339.0,340.0,333.4,339.0,413735.0,139033945.0
1347,01881,富豪产业信托,0.395,-0.005,-1.25,0.4,0.405,0.395,0.4,441000.0,176395.0
1348,02699,新明中国,0.395,-0.005,-1.25,0.4,0.41,0.375,0.4,1574000.0,611120.0
1349,08268,智城发展控股,0.395,-0.005,-1.25,0.395,0.395,0.395,0.4,8000.0,3160.0
1350,01661,中国前沿科技集团,0.79,-0.01,-1.25,0.8,0.8,0.79,0.8,0.0,
1351,06186,中国飞鹤,3.92,-0.05,-1.26,3.97,4.01,3.9,3.97,23940011.0,94495487.0
1352,02585,梦金园,15.63,-0.2,-1.26,15.99,16.0,15.0,15.83,109200.0,1664414.0
1353,00123,越秀地产,4.72,-0.06,-1.26,4.78,4.81,4.7,4.78,10015478.0,47741314.0
1354,01455,科利实业控股,0.235,-0.003,-1.26,0.238,0.239,0.235,0.238,475000.0,112795.0
1355,08106,升华兰德,0.39,-0.005,-1.27,0.395,0.395,0.39,0.395,210000.0,82150.0
1356,03383,雅居乐集团,0.39,-0.005,-1.27,0.395,0.395,0.385,0.395,3856850.0,1500331.0
1357,00809,大成生化科技,0.078,-0.001,-1.27,0.078,0.08,0.076,0.079,18946000.0,1465024.0
1358,00980,联华超市,0.39,-0.005,-1.27,0.395,0.395,0.39,0.395,85000.0,33430.0
1359,02899,紫金矿业,32.6,-0.42,-1.27,34.8,34.8,32.34,33.02,91351928.0,3009335152.0
1360,00029,达力集团,12.42,-0.16,-1.27,12.7,12.7,12.31,12.58,156000.0,1935800.0
1361,00209,瀛晟科学,0.154,-0.002,-1.28,0.164,0.167,0.152,0.156,2481950.0,388404.0
1362,00755,大方广瑞德,0.385,-0.005,-1.28,0.385,0.385,0.385,0.39,15200.0,5847.0
1363,00560,珠江船务,0.77,-0.01,-1.28,0.77,0.78,0.76,0.78,264000.0,201260.0
1364,00321,德永佳集团,0.77,-0.01,-1.28,0.78,0.78,0.77,0.78,294000.0,227480.0
1365,00058,新威国际,0.154,-0.002,-1.28,0.156,0.156,0.153,0.156,0.0,
1366,09600,新纽科技,0.231,-0.003,-1.28,0.234,0.234,0.23,0.234,277600.0,64311.0
1367,00436,新宇环保,0.077,-0.001,-1.28,0.077,0.077,0.077,0.078,800000.0,61600.0
1368,01812,晨鸣纸业,0.77,-0.01,-1.28,0.78,0.78,0.75,0.78,1568500.0,1196140.0
1369,01109,华润置地,29.12,-0.38,-1.29,29.42,30.36,28.98,29.5,18158287.0,537654832.0
1370,03070,平安香港高息,36.82,-0.48,-1.29,37.3,37.36,36.7,37.3,629200.0,23343366.0
1371,06979,珍酒李渡,9.13,-0.12,-1.3,9.44,9.48,8.81,9.25,9747800.0,87775772.0
1372,03680,瑞和数智,2.28,-0.03,-1.3,2.35,2.35,2.25,2.31,502000.0,1147820.0
1373,01083,港华智慧能源,3.78,-0.05,-1.31,3.8,3.82,3.76,3.83,3427584.0,12997164.0
1374,08277,骏东控股,0.151,-0.002,-1.31,0.153,0.153,0.151,0.153,0.0,
1375,03483,易方达高股息,15.08,-0.2,-1.31,15.28,15.28,15.08,15.28,164500.0,2507055.0
1376,02551,晶科电子股份,3.02,-0.04,-1.31,3.06,3.09,3.01,3.06,164000.0,500740.0
1377,01059,看通集团,0.375,-0.005,-1.32,0.375,0.375,0.375,0.38,15600.0,5838.0
1378,03600,现代牙科,5.23,-0.07,-1.32,5.28,5.36,5.18,5.3,781881.0,4122138.0
1379,02536,百乐皇宫,2.24,-0.03,-1.32,2.26,2.39,2.24,2.27,4559000.0,10275500.0
1380,01731,其利工业集团,0.75,-0.01,-1.32,0.76,0.76,0.75,0.76,256000.0,192960.0
1381,09477,平安东西精选-U,2.09,-0.028,-1.32,2.09,2.09,2.09,2.118,0.0,
1382,00952,华富建业金融,0.15,-0.002,-1.32,0.152,0.152,0.15,0.152,450854.0,68104.0
1383,08280,中国数字视频,0.075,-0.001,-1.32,0.075,0.075,0.075,0.076,288000.0,21600.0
1384,00337,绿地香港,0.224,-0.003,-1.32,0.223,0.225,0.218,0.227,3761000.0,831783.0
1385,08476,大洋环球控股,3.72,-0.05,-1.33,3.77,3.77,3.66,3.77,56000.0,209000.0
1386,02266,黎氏企业,0.37,-0.005,-1.33,0.3,0.375,0.3,0.375,44000.0,16150.0
1387,01327,励时集团,0.74,-0.01,-1.33,0.75,0.75,0.73,0.75,0.0,
1388,00709,佐丹奴国际,1.48,-0.02,-1.33,1.49,1.5,1.46,1.5,2070000.0,3057840.0
1389,01857,中国光大水务,1.47,-0.02,-1.34,1.49,1.49,1.47,1.49,453000.0,669230.0
1390,00288,万洲国际,7.29,-0.1,-1.35,7.35,7.4,7.26,7.39,22698864.0,165810278.0
1391,01985,美高域,1.46,-0.02,-1.35,1.46,1.46,1.46,1.48,96000.0,140280.0
1392,01193,华润燃气,20.5,-0.28,-1.35,20.9,20.96,20.38,20.78,5461949.0,112876063.0
1393,06108,新锐医药,0.365,-0.005,-1.35,0.375,0.385,0.36,0.37,238400.0,87928.0
1394,02122,凯知乐国际,0.218,-0.003,-1.36,0.228,0.228,0.208,0.221,1710000.0,363452.0
1395,02633,雅各臣科研制药,1.45,-0.02,-1.36,1.47,1.47,1.45,1.47,610000.0,887640.0
1396,00418,方正控股,0.72,-0.01,-1.37,0.7,0.78,0.7,0.73,718000.0,542000.0
1397,02161,健倍苗苗,2.88,-0.04,-1.37,2.96,2.96,2.86,2.92,1038000.0,3007260.0
1398,01643,现代中药集团,0.72,-0.01,-1.37,0.71,0.72,0.69,0.73,480000.0,338850.0
1399,00272,瑞安房地产,0.72,-0.01,-1.37,0.72,0.73,0.7,0.73,12290201.0,8738589.0
1400,06936,顺丰控股,37.42,-0.52,-1.37,38.08,38.1,37.06,37.94,2602600.0,97537012.0
1401,00919,现代健康科技,0.072,-0.001,-1.37,0.073,0.073,0.072,0.073,0.0,
1402,01565,成实外教育,0.216,-0.003,-1.37,0.215,0.221,0.215,0.219,277000.0,59653.0
1403,01997,九龙仓置业,21.54,-0.3,-1.37,21.64,22.1,21.44,21.84,7048653.0,152468377.0
1404,01568,承达集团,0.72,-0.01,-1.37,0.71,0.73,0.71,0.73,310000.0,222760.0
1405,00990,至源控股,0.71,-0.01,-1.39,0.72,0.73,0.7,0.72,23380000.0,16587900.0
1406,02682,润利海事,0.142,-0.002,-1.39,0.142,0.142,0.142,0.144,72000.0,10224.0
1407,01655,OKURA HOLDINGS,0.141,-0.002,-1.4,0.14,0.143,0.14,0.143,30000.0,4235.0
1408,03477,平安东西精选,16.23,-0.23,-1.4,16.23,16.23,16.23,16.46,0.0,
1409,00659,周大福创建,8.41,-0.12,-1.41,8.5,8.5,8.37,8.53,2232000.0,18777260.0
1410,02843,东汇A50,16.11,-0.23,-1.41,16.11,16.11,16.11,16.34,0.0,
1411,01277,力量发展,1.4,-0.02,-1.41,1.42,1.44,1.39,1.42,13080132.0,18434400.0
1412,00694,北京首都机场股份,2.8,-0.04,-1.41,2.84,2.85,2.78,2.84,5077866.0,14287537.0
1413,02570,重塑能源,139.4,-2.0,-1.41,138.9,141.2,137.5,141.4,53853.0,7476453.0
1414,02519,傲基股份,7.0,-0.1,-1.41,6.76,7.43,6.7,7.1,17400.0,119286.0
1415,01199,中远海运港口,5.61,-0.08,-1.41,5.73,5.73,5.54,5.69,4199332.0,23551316.0
1416,00817,中国金茂,1.38,-0.02,-1.43,1.39,1.42,1.37,1.4,27358000.0,38036010.0
1417,00874,白云山,17.86,-0.26,-1.43,18.06,18.15,17.8,18.12,944000.0,16926280.0
1418,02324,首都创投,0.138,-0.002,-1.43,0.136,0.147,0.13,0.14,324000.0,44088.0
1419,00199,德祥地产,0.345,-0.005,-1.43,0.35,0.35,0.34,0.35,964000.0,334775.0
1420,06933,新娱科控股,0.345,-0.005,-1.43,0.34,0.345,0.34,0.35,6000.0,2050.0
1421,02191,顺丰房托,2.76,-0.04,-1.43,2.8,2.8,2.76,2.8,1179000.0,3269510.0
1422,01556,建业建荣,0.345,-0.005,-1.43,0.345,0.345,0.345,0.35,20000.0,6900.0
1423,01763,中国同辐,15.82,-0.23,-1.43,16.28,16.28,15.69,16.05,174600.0,2767858.0
1424,09960,康圣环球,1.37,-0.02,-1.44,1.37,1.4,1.35,1.39,307500.0,422310.0
1425,02592,拨康视云-B,4.78,-0.07,-1.44,4.87,5.02,4.76,4.85,1094500.0,5357155.0
1426,06668,星盛商业,1.37,-0.02,-1.44,1.36,1.38,1.36,1.39,291000.0,397210.0
1427,01234,中国利郎,3.42,-0.05,-1.44,3.47,3.48,3.42,3.47,921000.0,3187335.0
1428,03145,华夏亚洲高息股,13.01,-0.19,-1.44,13.03,13.03,13.01,13.2,28000.0,364800.0
